KID,Teff,logg,Mass,Prot,Prot_err,LPH,w,DC
3113162,5247,4.70,0.8982,nan,nan,nan,nan,0
3113170,4870,4.45,0.8004,nan,nan,nan,nan,0
3113181,4870,4.29,0.8004,38.515,2.218,0.256,0.1398,0
3113202,5372,4.42,0.9308,nan,nan,nan,nan,0
3113252,5550,4.47,0.9782,nan,nan,nan,nan,0
3113270,6079,4.29,1.1315,12.618,0.325,0.207,0.1661,0
3113275,5373,4.49,0.9311,nan,nan,nan,nan,0
3113335,5728,4.65,1.0272,nan,nan,nan,nan,0
3113351,5338,4.51,0.9219,nan,nan,nan,nan,0
3113362,4661,4.49,0.7448,nan,nan,nan,nan,0
3113425,5143,4.54,0.8713,nan,nan,nan,nan,0
3113440,6303,4.44,1.2054,4.812,0.704,0.181,0.1369,0
3113597,5859,4.40,1.0648,nan,nan,nan,nan,0
3113666,5314,4.52,0.9156,nan,nan,nan,nan,0
3113704,4826,4.56,0.7888,43.125,7.954,0.359,0.1741,0
3113831,5701,4.42,1.0196,nan,nan,nan,nan,0
3113849,5653,4.83,1.0063,nan,nan,nan,nan,0
3114008,4429,4.53,0.6802,nan,nan,nan,nan,0
3114011,5696,4.73,1.0182,49.518,5.795,0.303,0.0840,0
3114050,5927,4.78,1.0849,nan,nan,nan,nan,0
3114053,5728,4.62,1.0272,nan,nan,nan,nan,0
3114068,6415,4.61,1.2449,nan,nan,nan,nan,0
3114159,5755,4.49,1.0348,nan,nan,nan,nan,0
3114276,5880,4.46,1.0710,0.742,0.004,0.310,0.1730,0
3114302,6348,4.53,1.2210,nan,nan,nan,nan,0
3114338,5932,4.57,1.0864,54.670,14.678,0.243,0.0214,0
3114399,5474,4.12,0.9578,63.191,11.721,0.193,0.0035,0
3114431,5560,4.30,0.9809,nan,nan,nan,nan,0
3114451,5352,4.68,0.9256,nan,nan,nan,nan,0
3114499,5717,4.34,1.0241,64.933,4.982,0.193,0.0017,0
3114544,5600,4.79,0.9917,nan,nan,nan,nan,0
3114574,5161,4.51,0.8759,58.941,14.432,0.402,0.1428,0
3114665,5869,4.42,1.0677,nan,nan,nan,nan,0
3114703,5921,4.35,1.0831,nan,nan,nan,nan,0
3114729,6097,4.15,1.1372,21.220,4.645,0.154,0.0416,0
3114789,5532,4.53,0.9733,nan,nan,nan,nan,0
3114797,6356,4.39,1.2239,53.158,1.143,0.090,0.0003,0
3114842,5608,4.42,0.9939,nan,nan,nan,nan,0
3114896,4685,4.61,0.7513,38.589,6.022,0.144,0.1204,0
3114954,5009,4.44,0.8366,nan,nan,nan,nan,0
3115012,5811,4.56,1.0509,nan,nan,nan,nan,0
3115019,5832,4.82,1.0569,nan,nan,nan,nan,0
3115024,5348,4.61,0.9245,nan,nan,nan,nan,0
3115027,5613,4.61,0.9953,0.858,0.006,0.101,0.0135,0
3115099,5967,4.47,1.0969,nan,nan,nan,nan,0
3115100,5839,4.45,1.0590,nan,nan,nan,nan,0
3115141,5718,4.62,1.0244,19.054,3.807,0.215,0.1582,0
3115153,6081,4.38,1.1322,8.940,1.132,0.273,0.2100,0
3115213,6190,4.41,1.1673,nan,nan,nan,nan,0
3115276,5930,4.60,1.0858,52.188,4.102,0.197,0.0028,0
3115289,5233,4.54,0.8946,nan,nan,nan,nan,0
3115296,4861,4.54,0.7980,nan,nan,nan,nan,0
3115317,5340,4.69,0.9224,34.726,0.459,0.234,0.1089,0
3115409,5712,5.05,1.0227,nan,nan,nan,nan,0
3115423,5921,4.55,1.0831,nan,nan,nan,nan,0
3115476,5800,4.77,1.0477,nan,nan,nan,nan,0
3115495,5579,4.42,0.9860,nan,nan,nan,nan,0
3115541,5277,4.41,0.9060,55.304,14.942,0.360,0.1191,0
3115558,5867,4.57,1.0671,nan,nan,nan,nan,0
3115603,6064,3.92,1.1268,nan,nan,nan,nan,0
3115627,5123,4.76,0.8661,nan,nan,nan,nan,0
3115689,5795,4.51,1.0463,19.647,3.681,0.184,0.1467,0
3115690,5608,4.49,0.9939,nan,nan,nan,nan,0
3115696,5287,4.54,0.9086,52.835,1.520,0.395,0.1500,0
3115722,5759,4.49,1.0360,nan,nan,nan,nan,0
3115858,5857,4.59,1.0642,nan,nan,nan,nan,0
3115884,6151,4.39,1.1546,nan,nan,nan,nan,0
3115899,5339,4.83,0.9222,32.255,3.711,0.211,0.1161,0
3115968,5176,4.78,0.8798,nan,nan,nan,nan,0
3115971,5783,4.45,1.0428,44.944,6.761,0.214,0.0194,0
3115977,5667,4.66,1.0102,nan,nan,nan,nan,0
3115978,5482,4.25,0.9599,nan,nan,nan,nan,0
3115992,5625,4.53,0.9986,nan,nan,nan,nan,0
3116004,5818,4.61,1.0529,nan,nan,nan,nan,0
3116157,5719,4.44,1.0247,60.830,10.735,0.331,0.0845,0
3116177,5562,4.35,0.9814,nan,nan,nan,nan,0
3116197,6069,4.41,1.1284,54.997,12.907,0.298,0.0652,0
3116200,5655,4.65,1.0069,49.398,4.677,0.168,0.0100,0
3116219,5947,4.62,1.0909,60.085,11.602,0.247,0.0154,0
3116261,5940,4.72,1.0888,nan,nan,nan,nan,0
3116263,5604,4.49,0.9928,nan,nan,nan,nan,0
3116329,5711,4.57,1.0224,nan,nan,nan,nan,0
3116341,5288,4.55,0.9088,nan,nan,nan,nan,0
3116348,5458,3.81,0.9535,nan,nan,nan,nan,0
3116395,5209,4.24,0.8883,nan,nan,nan,nan,0
3116443,5684,4.46,1.0149,55.958,7.962,0.257,0.0339,0
3116459,5585,4.47,0.9877,nan,nan,nan,nan,0
3116479,6056,4.53,1.1243,nan,nan,nan,nan,0
3116538,5826,4.33,1.0552,22.610,2.641,0.282,0.1764,0
3116546,5626,4.53,0.9989,61.699,5.398,0.094,0.0036,0
3116563,5282,4.56,0.9073,63.460,1.528,0.395,0.1305,0
3116594,6273,4.62,1.1951,nan,nan,nan,nan,0
3116607,6075,4.58,1.1303,50.767,6.904,0.264,0.0445,0
3116692,5864,4.74,1.0663,nan,nan,nan,nan,0
3116740,6151,4.71,1.1546,nan,nan,nan,nan,0
3116768,5567,4.92,0.9828,nan,nan,nan,nan,0
3116769,5906,4.57,1.0786,nan,nan,nan,nan,0
3116775,6100,4.58,1.1382,nan,nan,nan,nan,0
3116783,5163,4.44,0.8764,nan,nan,nan,nan,0
3116786,4412,4.65,0.6753,nan,nan,nan,nan,0
3116808,5795,4.49,1.0463,67.441,18.811,0.366,0.1016,0
3116814,6055,4.63,1.1240,5.098,0.758,0.212,0.1252,0
3116815,5874,4.68,1.0692,52.416,6.863,0.318,0.0875,0
3116824,5959,4.78,1.0945,54.609,11.894,0.320,0.0845,0
3116839,5213,4.78,0.8894,nan,nan,nan,nan,0
3116872,5486,4.60,0.9610,nan,nan,nan,nan,0
3116904,5313,4.69,0.9154,nan,nan,nan,nan,0
3117003,5441,4.81,0.9490,nan,nan,nan,nan,0
3117098,5597,4.54,0.9909,nan,nan,nan,nan,0
3117102,5689,4.89,1.0163,nan,nan,nan,nan,0
3117115,5689,4.68,1.0163,nan,nan,nan,nan,0
3117123,5558,4.84,0.9803,48.377,5.448,0.167,0.0134,0
3117127,5816,4.84,1.0523,nan,nan,nan,nan,0
3117138,5486,5.03,0.9610,nan,nan,nan,nan,0
3117160,5659,4.58,1.0080,nan,nan,nan,nan,0
3117185,5509,4.51,0.9671,nan,nan,nan,nan,0
3117267,6017,4.68,1.1122,nan,nan,nan,nan,0
3117335,4826,4.60,0.7888,nan,nan,nan,nan,0
3117438,4883,4.41,0.8038,nan,nan,nan,nan,0
3117646,5163,4.51,0.8764,nan,nan,nan,nan,0
3117804,4977,4.53,0.8283,nan,nan,nan,nan,0
3118505,5792,4.56,1.0454,57.694,14.289,0.274,0.0433,0
3118716,5736,4.41,1.0295,nan,nan,nan,nan,0
3118717,5510,4.34,0.9674,53.117,13.876,0.431,0.1738,0
3118796,5629,4.47,0.9997,nan,nan,nan,nan,0
3118818,5363,4.65,0.9284,nan,nan,nan,nan,0
3118837,5670,4.89,1.0110,nan,nan,nan,nan,0
3118884,5932,4.62,1.0864,nan,nan,nan,nan,0
3118916,4921,4.51,0.8137,nan,nan,nan,nan,0
3118949,5382,4.70,0.9334,nan,nan,nan,nan,0
3118958,6034,4.75,1.1175,nan,nan,nan,nan,0
3119025,5218,4.70,0.8907,nan,nan,nan,nan,0
3119038,6287,4.68,1.1999,nan,nan,nan,nan,0
3119139,5637,3.71,1.0019,45.450,0.456,0.226,0.0336,0
3119215,5685,4.70,1.0152,nan,nan,nan,nan,0
3119243,4842,4.63,0.7930,60.225,4.076,0.177,0.0099,0
3119282,6147,4.59,1.1533,nan,nan,nan,nan,0
3119301,6134,4.42,1.1491,nan,nan,nan,nan,0
3119315,5734,4.49,1.0289,nan,nan,nan,nan,0
3119338,5636,4.37,1.0016,nan,nan,nan,nan,0
3119353,4898,4.76,0.8077,nan,nan,nan,nan,0
3119423,6060,4.58,1.1256,1.481,0.319,0.039,0.0367,0
3119431,5329,4.80,0.9195,nan,nan,nan,nan,0
3119436,5947,4.50,1.0909,35.360,3.047,0.301,0.1083,0
3119459,5447,4.63,0.9506,57.159,3.442,0.243,0.0222,0
3119533,5966,4.58,1.0966,34.380,1.265,0.132,0.0163,0
3119541,6101,4.65,1.1385,54.139,5.648,0.128,0.0010,0
3119552,5686,4.43,1.0155,33.726,8.039,0.140,0.0429,0
3119601,5550,4.74,0.9782,60.678,3.442,0.166,0.0041,0
3119603,5934,4.58,1.0870,nan,nan,nan,nan,0
3119732,5609,4.59,0.9942,45.087,6.266,0.134,0.0176,0
3119789,5658,4.41,1.0077,25.055,0.185,0.200,0.1277,0
3119824,6079,4.17,1.1315,24.812,0.322,0.071,0.0309,0
3119961,5797,4.36,1.0468,0.950,0.018,0.046,0.0187,0
3120014,5254,4.60,0.9000,43.917,1.181,0.491,0.2376,0
3120017,5848,4.46,1.0616,nan,nan,nan,nan,0
3120099,5136,4.54,0.8694,nan,nan,nan,nan,0
3120146,5718,4.61,1.0244,16.970,0.709,0.284,0.2021,0
3120169,5691,4.67,1.0169,52.138,1.340,0.297,0.0740,0
3120181,5540,4.46,0.9755,nan,nan,nan,nan,0
3120192,6081,4.43,1.1322,54.037,14.659,0.363,0.1173,0
3120205,5154,4.90,0.8741,nan,nan,nan,nan,0
3120210,5545,4.50,0.9768,nan,nan,nan,nan,0
3120220,4911,4.74,0.8111,nan,nan,nan,nan,0
3120238,4868,4.49,0.7999,62.768,8.187,0.399,0.1369,0
3120253,6051,4.70,1.1228,nan,nan,nan,nan,0
3120315,5616,4.49,0.9961,67.830,14.266,0.454,0.1665,0
3120351,5468,4.81,0.9562,nan,nan,nan,nan,0
3120397,5216,4.70,0.8901,nan,nan,nan,nan,0
3120450,5881,4.35,1.0713,nan,nan,nan,nan,0
3120467,5468,4.89,0.9562,nan,nan,nan,nan,0
3120518,5698,4.75,1.0188,5.711,0.131,0.137,0.0290,0
3120525,6019,4.66,1.1128,nan,nan,nan,nan,0
3120553,6000,4.49,1.1070,nan,nan,nan,nan,0
3120639,6210,4.47,1.1739,nan,nan,nan,nan,0
3120641,6076,4.53,1.1306,56.264,9.894,0.163,0.0008,0
3120699,5745,4.49,1.0320,51.217,13.661,0.365,0.1266,0
3120700,4989,4.58,0.8314,nan,nan,nan,nan,0
3120703,6146,4.55,1.1529,49.807,11.634,0.373,0.1303,0
3120726,6144,4.53,1.1523,5.619,0.311,0.194,0.1290,0
3120742,5590,4.51,0.9890,nan,nan,nan,nan,0
3120776,6249,4.35,1.1870,55.263,2.862,0.137,0.0004,0
3120844,5179,4.95,0.8806,nan,nan,nan,nan,0
3120850,5359,4.65,0.9274,nan,nan,nan,nan,0
3120954,5023,4.55,0.8402,nan,nan,nan,nan,0
3120959,5410,4.70,0.9408,nan,nan,nan,nan,0
3121024,5930,3.80,1.0858,7.598,0.027,0.117,0.0530,0
3121075,4873,4.79,0.8012,nan,nan,nan,nan,0
3121106,4895,4.86,0.8069,64.601,10.484,0.360,0.1039,0
3121137,5697,4.81,1.0185,nan,nan,nan,nan,0
3121197,5783,4.33,1.0428,nan,nan,nan,nan,0
3121204,6022,4.57,1.1138,nan,nan,nan,nan,0
3121235,6491,4.20,1.2729,2.564,0.590,0.204,0.1718,0
3121250,5827,4.34,1.0555,27.473,1.878,0.032,0.0583,0
3121306,5750,4.84,1.0334,nan,nan,nan,nan,0
3121332,5969,4.71,1.0975,28.045,2.702,0.074,0.0330,0
3121359,5836,4.50,1.0581,nan,nan,nan,nan,0
3121409,4946,4.80,0.8202,nan,nan,nan,nan,0
3121422,4679,4.53,0.7497,nan,nan,nan,nan,0
3121451,5850,4.75,1.0622,nan,nan,nan,nan,0
3121486,5755,4.88,1.0348,nan,nan,nan,nan,0
3121522,6220,4.22,1.1772,62.937,1.976,0.238,0.0033,0
3121533,5907,4.71,1.0789,nan,nan,nan,nan,0
3121537,5973,4.47,1.0988,nan,nan,nan,nan,0
3121548,4993,4.49,0.8324,nan,nan,nan,nan,0
3121596,5984,4.50,1.1021,51.309,2.279,0.352,0.1137,0
3121634,5435,4.68,0.9474,nan,nan,nan,nan,0
3121705,5271,4.65,0.9044,nan,nan,nan,nan,0
3121707,5761,4.26,1.0366,nan,nan,nan,nan,0
3121753,5024,4.70,0.8405,nan,nan,nan,nan,0
3121785,5521,4.06,0.9704,nan,nan,nan,nan,0
3121786,5751,4.87,1.0337,nan,nan,nan,nan,0
3121804,5796,4.49,1.0465,10.056,0.066,0.241,0.1369,0
3121865,5428,4.44,0.9456,31.846,2.325,0.224,0.1167,0
3121918,5906,4.52,1.0786,nan,nan,nan,nan,0
3121944,5713,4.54,1.0230,nan,nan,nan,nan,0
3122039,6260,4.57,1.1907,1.282,0.052,0.251,0.1602,0
3122078,5193,4.71,0.8842,nan,nan,nan,nan,0
3122095,5495,5.07,0.9634,0.948,0.010,0.070,0.0099,0
3122116,5225,4.55,0.8925,54.016,4.267,0.144,0.0104,0
3122188,5116,3.77,0.8643,0.486,0.017,0.055,0.0022,0
3122218,5632,4.54,1.0005,nan,nan,nan,nan,0
3122230,6122,4.47,1.1452,11.371,2.895,0.256,0.2055,0
3122248,6458,4.16,1.2606,3.178,0.026,0.067,0.1036,0
3122255,6104,4.57,1.1395,nan,nan,nan,nan,0
3122337,5335,4.57,0.9211,nan,nan,nan,nan,0
3122341,5958,4.64,1.0942,nan,nan,nan,nan,0
3122376,5330,4.71,0.9198,nan,nan,nan,nan,0
3122385,5534,4.65,0.9739,nan,nan,nan,nan,0
3122386,5433,4.72,0.9469,nan,nan,nan,nan,0
3122432,5801,4.59,1.0480,nan,nan,nan,nan,0
3122433,5785,4.73,1.0434,nan,nan,nan,nan,0
3122437,6427,4.44,1.2493,2.421,0.666,0.287,0.2226,0
3122470,5876,4.55,1.0698,nan,nan,nan,nan,0
3122486,5963,4.41,1.0957,nan,nan,nan,nan,0
3122540,5436,4.67,0.9477,59.268,12.381,0.324,0.0842,0
3122556,5838,4.63,1.0587,5.773,1.038,0.284,0.1607,0
3122566,5966,4.44,1.0966,nan,nan,nan,nan,0
3122595,6127,4.43,1.1468,2.830,0.905,0.218,0.1298,0
3122597,5216,4.94,0.8901,53.669,6.404,0.533,0.2402,0
3122604,5446,4.76,0.9503,nan,nan,nan,nan,0
3122613,5627,5.01,0.9991,nan,nan,nan,nan,0
3122662,6159,4.67,1.1572,nan,nan,nan,nan,0
3122669,5543,4.61,0.9763,nan,nan,nan,nan,0
3122683,6491,4.32,1.2729,nan,nan,nan,nan,0
3122780,5890,4.41,1.0739,49.102,8.590,0.199,0.0046,0
3122812,5934,4.47,1.0870,nan,nan,nan,nan,0
3122840,5985,4.12,1.1024,59.616,1.546,0.381,0.1233,0
3122882,5935,4.37,1.0873,3.454,0.035,0.206,0.1003,0
3122909,5314,4.39,0.9156,45.700,9.928,0.382,0.1596,0
3122962,5762,4.67,1.0368,nan,nan,nan,nan,0
3123034,5764,4.50,1.0374,nan,nan,nan,nan,0
3123081,6100,4.03,1.1382,59.441,19.569,0.340,0.0920,0
3123148,5922,4.25,1.0834,56.380,3.793,0.318,0.0799,0
3123160,5141,4.37,0.8707,nan,nan,nan,nan,0
3123173,4962,4.58,0.8244,nan,nan,nan,nan,0
3123210,6152,4.19,1.1549,51.932,11.416,0.383,0.1349,0
3123263,6102,4.52,1.1388,nan,nan,nan,nan,0
3123289,5651,4.42,1.0058,nan,nan,nan,nan,0
3123290,5702,4.47,1.0199,nan,nan,nan,nan,0
3123311,5796,4.49,1.0465,nan,nan,nan,nan,0
3123313,5686,4.32,1.0155,55.528,11.795,0.322,0.0875,0
3123324,5833,4.78,1.0572,47.273,10.964,0.476,0.2101,0
3123388,5706,4.46,1.0210,nan,nan,nan,nan,0
3123393,5801,4.51,1.0480,nan,nan,nan,nan,0
3123400,4841,4.79,0.7928,nan,nan,nan,nan,0
3123418,5620,4.60,0.9972,nan,nan,nan,nan,0
3123462,5814,4.39,1.0517,nan,nan,nan,nan,0
3123504,5696,4.38,1.0182,nan,nan,nan,nan,0
3123554,6186,4.68,1.1660,3.422,0.014,0.179,0.1066,0
3123586,6145,4.61,1.1526,4.756,0.054,0.131,0.0691,0
3123611,5398,4.54,0.9376,nan,nan,nan,nan,0
3123672,5304,4.56,0.9130,nan,nan,nan,nan,0
3123693,5390,4.62,0.9355,nan,nan,nan,nan,0
3123758,6038,4.48,1.1187,nan,nan,nan,nan,0
3123836,5739,4.60,1.0303,nan,nan,nan,nan,0
3123852,6311,4.65,1.2081,3.280,0.574,0.122,0.0779,0
3123875,6123,4.54,1.1455,nan,nan,nan,nan,0
3123939,5873,4.59,1.0689,nan,nan,nan,nan,0
3123940,4890,4.41,0.8056,nan,nan,nan,nan,0
3124059,5876,4.77,1.0698,nan,nan,nan,nan,0
3124079,6147,4.49,1.1533,nan,nan,nan,nan,0
3124094,5812,4.74,1.0511,nan,nan,nan,nan,0
3124135,5229,4.16,0.8935,nan,nan,nan,nan,0
3124191,5736,4.38,1.0295,53.634,1.841,0.509,0.2228,0
3124224,5044,3.98,0.8457,nan,nan,nan,nan,0
3124278,6249,4.29,1.1870,2.340,0.601,0.253,0.1672,0
3124279,4910,4.69,0.8109,23.734,1.779,0.045,0.0302,0
3124286,5493,4.90,0.9629,nan,nan,nan,nan,0
3124287,5606,4.68,0.9934,nan,nan,nan,nan,0
3124349,5317,4.81,0.9164,nan,nan,nan,nan,0
3124381,5805,4.73,1.0491,nan,nan,nan,nan,0
3124398,5619,5.08,0.9969,nan,nan,nan,nan,0
3124402,5531,4.50,0.9730,nan,nan,nan,nan,0
3124461,5830,4.42,1.0564,nan,nan,nan,nan,0
3124470,5718,4.59,1.0244,nan,nan,nan,nan,0
3124487,5706,4.75,1.0210,54.669,2.177,0.252,0.0320,0
3124511,5885,4.34,1.0724,37.569,2.991,0.247,0.0631,0
3124517,5890,4.69,1.0739,0.950,0.005,0.080,0.0234,0
3124543,5456,3.88,0.9530,nan,nan,nan,nan,0
3124565,5136,4.28,0.8694,nan,nan,nan,nan,0
3124567,4990,4.79,0.8317,nan,nan,nan,nan,0
3124582,5860,4.45,1.0651,54.869,7.949,0.347,0.1058,0
3124623,6287,4.47,1.1999,1.911,0.128,0.108,0.0620,0
3124639,6112,4.52,1.1420,10.182,0.445,0.104,0.1186,0
3124657,4980,4.54,0.8291,nan,nan,nan,nan,0
3127362,5614,4.68,0.9956,nan,nan,nan,nan,0
3127581,6319,4.23,1.2109,2.636,0.979,0.230,0.1603,0
3127589,6160,4.30,1.1575,8.603,0.818,0.226,0.1889,0
3127617,5974,4.50,1.0991,50.451,1.211,0.352,0.1152,0
3127794,6220,4.63,1.1772,nan,nan,nan,nan,0
3127912,5409,4.57,0.9405,nan,nan,nan,nan,0
3127998,6100,4.72,1.1382,nan,nan,nan,nan,0
3128012,5011,4.41,0.8371,54.680,15.591,0.426,0.1695,0
3128028,5768,4.42,1.0385,41.828,11.425,0.511,0.2451,0
3128040,4955,4.44,0.8226,nan,nan,nan,nan,0
3128041,5580,4.59,0.9863,nan,nan,nan,nan,0
3128074,5583,4.56,0.9871,nan,nan,nan,nan,0
3128118,5348,4.58,0.9245,nan,nan,nan,nan,0
3128122,5656,4.41,1.0071,nan,nan,nan,nan,0
3128145,5686,4.53,1.0155,nan,nan,nan,nan,0
3128205,5421,4.89,0.9437,nan,nan,nan,nan,0
3128235,6368,4.57,1.2281,55.150,11.984,0.459,0.1845,0
3128279,5501,4.72,0.9650,nan,nan,nan,nan,0
3128280,5343,4.49,0.9232,55.351,1.154,0.308,0.0795,0
3128316,5228,4.57,0.8933,nan,nan,nan,nan,0
3128319,5896,4.59,1.0757,4.965,1.183,0.099,0.0365,0
3128325,6459,4.68,1.2610,nan,nan,nan,nan,0
3128419,5688,4.49,1.0160,nan,nan,nan,nan,0
3128427,5351,4.89,0.9253,nan,nan,nan,nan,0
3128502,5707,4.85,1.0213,nan,nan,nan,nan,0
3128508,6266,4.72,1.1927,52.387,1.401,0.471,0.1962,0
3128554,5089,4.81,0.8573,53.720,16.785,0.327,0.0983,0
3128624,6273,4.55,1.1951,53.115,3.614,0.350,0.1079,0
3128673,6332,4.22,1.2154,nan,nan,nan,nan,0
3128691,5795,4.37,1.0463,48.490,0.554,0.254,0.0440,0
3128697,6034,4.30,1.1175,28.301,7.419,0.273,0.1044,0
3128699,5802,4.31,1.0483,55.906,10.193,0.281,0.0524,0
3128920,4865,4.38,0.7991,nan,nan,nan,nan,0
3128937,5613,4.41,0.9953,nan,nan,nan,nan,0
3128958,5346,4.97,0.9240,nan,nan,nan,nan,0
3128975,5926,4.41,1.0846,51.861,9.531,0.169,0.0030,0
3129141,6157,4.62,1.1565,58.798,11.139,0.532,0.2287,0
3129196,5919,4.49,1.0825,58.542,14.659,0.360,0.1097,0
3129208,4577,4.56,0.7218,58.334,1.703,0.539,0.2422,0
3129220,5476,4.58,0.9583,nan,nan,nan,nan,0
3129239,4815,4.61,0.7859,47.661,6.201,0.288,0.0993,0
3129466,5822,4.73,1.0540,nan,nan,nan,nan,0
3129506,5619,4.54,0.9969,29.089,0.828,0.207,0.1013,0
3129543,5849,4.57,1.0619,nan,nan,nan,nan,0
3129579,5834,4.52,1.0575,28.279,0.162,0.426,0.2330,0
3129612,6143,4.51,1.1520,57.896,7.295,0.423,0.1560,0
3129623,5714,4.56,1.0233,nan,nan,nan,nan,0
3129652,5684,4.37,1.0149,52.374,2.744,0.380,0.1369,0
3129655,6071,4.62,1.1290,54.082,1.656,0.423,0.1612,0
3129753,5976,4.62,1.0997,nan,nan,nan,nan,0
3129757,6054,4.57,1.1237,nan,nan,nan,nan,0
3129798,5922,4.55,1.0834,nan,nan,nan,nan,0
3129821,5471,4.43,0.9570,nan,nan,nan,nan,0
3129822,5935,4.52,1.0873,57.602,12.285,0.459,0.1824,0
3129824,6051,4.32,1.1228,54.190,11.221,0.463,0.1891,0
3129842,5753,4.43,1.0343,nan,nan,nan,nan,0
3129866,5540,4.39,0.9755,nan,nan,nan,nan,0
3130095,5761,4.86,1.0366,14.630,1.624,0.155,0.0788,0
3130111,5868,4.45,1.0674,13.118,2.716,0.239,0.1637,0
3130112,6105,4.86,1.1398,3.851,0.118,0.146,0.0709,0
3130180,6127,4.83,1.1468,nan,nan,nan,nan,0
3130181,6096,4.62,1.1369,nan,nan,nan,nan,0
3130196,5671,4.71,1.0113,50.798,9.251,0.447,0.1870,0
3130198,6094,4.56,1.1363,5.027,1.195,0.178,0.1026,0
3130202,5230,4.72,0.8938,nan,nan,nan,nan,0
3130220,5470,4.61,0.9567,nan,nan,nan,nan,0
3130222,5402,4.65,0.9387,nan,nan,nan,nan,0
3130243,5922,4.60,1.0834,54.680,10.501,0.404,0.1475,0
3130294,5944,4.65,1.0900,7.254,1.160,0.121,0.0531,0
3130302,6149,4.50,1.1539,62.486,16.033,0.348,0.0938,0
3130363,5860,4.50,1.0651,55.281,2.884,0.168,0.0028,0
3130373,5799,4.66,1.0474,54.885,12.953,0.483,0.2033,0
3130485,6115,4.87,1.1430,nan,nan,nan,nan,0
3130537,5823,4.47,1.0543,nan,nan,nan,nan,0
3130622,5740,4.59,1.0306,nan,nan,nan,nan,0
3130747,5872,4.39,1.0686,34.545,0.443,0.492,0.2476,0
3130915,5348,4.63,0.9245,nan,nan,nan,nan,0
3130963,5373,4.47,0.9311,nan,nan,nan,nan,0
3215548,4966,4.75,0.8254,19.586,0.254,0.028,0.0193,0
3215650,6078,4.49,1.1312,nan,nan,nan,nan,0
3215696,5846,4.60,1.0610,nan,nan,nan,nan,0
3215721,5689,4.45,1.0163,55.610,11.689,0.214,0.0047,0
3215765,4599,4.75,0.7279,44.862,7.943,0.344,0.1637,0
3215812,5652,4.52,1.0060,28.147,5.012,0.221,0.1148,0
3215822,5374,4.48,0.9313,39.999,4.176,0.199,0.0439,0
3215838,5778,4.74,1.0414,nan,nan,nan,nan,0
3215851,5548,4.73,0.9776,23.059,3.203,0.294,0.2286,0
3215855,5466,4.84,0.9557,18.339,2.377,0.065,0.0509,0
3215863,5871,4.47,1.0683,nan,nan,nan,nan,0
3215881,4897,4.27,0.8075,nan,nan,nan,nan,0
3215929,4738,4.34,0.7655,66.489,2.220,0.199,0.0057,0
3215966,5542,4.62,0.9760,nan,nan,nan,nan,0
3215988,5941,4.50,1.0891,nan,nan,nan,nan,0
3216052,5952,4.46,1.0924,55.937,6.057,0.142,0.0017,0
3216148,6056,4.34,1.1243,nan,nan,nan,nan,0
3216180,5897,4.26,1.0760,67.280,3.031,0.165,0.0007,0
3216181,5709,4.38,1.0219,nan,nan,nan,nan,0
3216288,6146,4.54,1.1529,nan,nan,nan,nan,0
3216299,5287,4.31,0.9086,nan,nan,nan,nan,0
3216514,5558,4.95,0.9803,nan,nan,nan,nan,0
3216556,5404,4.70,0.9392,23.277,1.995,0.128,0.0779,0
3216614,5635,4.85,1.0013,nan,nan,nan,nan,0
3216632,5535,4.51,0.9741,nan,nan,nan,nan,0
3216636,5612,4.58,0.9950,nan,nan,nan,nan,0
3216654,5114,4.66,0.8638,nan,nan,nan,nan,0
3216671,4677,4.83,0.7491,nan,nan,nan,nan,0
3216681,5382,4.70,0.9334,nan,nan,nan,nan,0
3216708,5786,4.33,1.0437,14.773,0.387,0.147,0.0794,0
3216789,4958,4.26,0.8234,nan,nan,nan,nan,0
3216802,4526,4.46,0.7077,nan,nan,nan,nan,0
3216866,5238,4.90,0.8959,61.616,1.140,0.273,0.0383,0
3216929,5802,4.35,1.0483,nan,nan,nan,nan,0
3216952,5858,4.46,1.0645,nan,nan,nan,nan,0
3216963,5302,4.37,0.9125,56.979,2.796,0.174,0.0074,0
3217067,5288,4.50,0.9088,nan,nan,nan,nan,0
3217078,4601,4.44,0.7284,nan,nan,nan,nan,0
3217089,4529,4.34,0.7085,2.217,0.035,0.111,0.0028,0
3217113,4472,4.46,0.6925,42.141,2.691,0.344,0.1948,0
3217238,5789,4.33,1.0445,nan,nan,nan,nan,0
3217449,5368,4.26,0.9298,nan,nan,nan,nan,0
3217462,5103,4.68,0.8609,53.853,6.193,0.281,0.0613,0
3217475,5922,4.35,1.0834,44.739,3.387,0.115,0.0066,0
3217512,5014,4.56,0.8379,30.661,7.203,0.300,0.2094,0
3217538,5742,4.55,1.0312,nan,nan,nan,nan,0
3217583,4947,4.37,0.8205,nan,nan,nan,nan,0
3217599,5150,4.77,0.8731,45.434,10.316,0.224,0.0426,0
3217605,6093,4.51,1.1360,57.164,6.612,0.207,0.0007,0
3217654,6336,4.21,1.2168,11.596,0.484,0.217,0.1279,0
3217681,5118,4.49,0.8648,nan,nan,nan,nan,0
3217690,5128,4.67,0.8674,nan,nan,nan,nan,0
3217743,5031,4.87,0.8423,nan,nan,nan,nan,0
3217751,5569,4.68,0.9833,nan,nan,nan,nan,0
