KID,Teff,logg,Mass,Prot,Prot_err,LPH,w,DC
3764814,5909,4.51,1.0795,nan,nan,nan,nan,0
3764831,6287,4.61,1.1999,nan,nan,nan,nan,0
3764834,6096,4.71,1.1369,8.482,0.145,0.283,0.2183,0
3764842,5977,4.62,1.1000,9.576,0.302,0.236,0.1589,0
3764867,5673,4.41,1.0118,nan,nan,nan,nan,0
3764903,6037,4.40,1.1184,nan,nan,nan,nan,0
3764925,6069,4.54,1.1284,52.873,5.361,0.390,0.1393,0
3764980,5144,4.80,0.8715,nan,nan,nan,nan,0
3764994,6004,4.50,1.1082,54.844,5.448,0.161,0.0015,0
3765001,6134,4.64,1.1491,54.680,11.903,0.402,0.1451,0
3765052,5311,4.18,0.9148,nan,nan,nan,nan,0
3765184,5797,4.69,1.0468,nan,nan,nan,nan,0
3765196,5505,4.89,0.9661,nan,nan,nan,nan,0
3765216,5538,4.72,0.9749,52.147,13.292,0.394,0.1495,0
3765286,5232,4.58,0.8943,nan,nan,nan,nan,0
3765322,5837,4.82,1.0584,nan,nan,nan,nan,0
3765344,6125,4.57,1.1462,nan,nan,nan,nan,0
3765399,5850,4.66,1.0622,nan,nan,nan,nan,0
3765418,5613,4.63,0.9953,nan,nan,nan,nan,0
3765438,5700,4.64,1.0194,nan,nan,nan,nan,0
3765521,6216,4.71,1.1759,nan,nan,nan,nan,0
3765529,6204,4.59,1.1719,1.958,0.069,0.179,0.0996,0
3765536,5929,4.42,1.0855,nan,nan,nan,nan,0
3765538,5460,4.61,0.9541,52.821,19.537,0.362,0.1253,0
3765603,5771,4.23,1.0394,52.576,17.809,0.273,0.0519,0
3765635,5926,4.45,1.0846,50.205,10.504,0.397,0.1496,0
3765638,5575,4.57,0.9849,nan,nan,nan,nan,0
3765692,5139,4.85,0.8702,18.788,0.785,0.392,0.2191,0
3765869,4598,4.42,0.7276,nan,nan,nan,nan,0
3765938,5701,4.49,1.0196,58.800,1.012,0.279,0.0470,0
3766017,6072,4.57,1.1293,nan,nan,nan,nan,0
3766092,5124,4.45,0.8663,57.880,4.422,0.405,0.1469,0
3766170,6045,4.59,1.1209,nan,nan,nan,nan,0
3766286,5691,4.50,1.0169,nan,nan,nan,nan,0
3830837,5374,4.81,0.9313,61.025,5.177,0.098,0.0055,0
3830911,5467,4.46,0.9559,nan,nan,nan,nan,0
3830997,4852,4.46,0.7957,30.446,1.242,0.287,0.1772,0
3831025,5393,4.36,0.9363,nan,nan,nan,nan,0
3831035,4767,4.52,0.7732,nan,nan,nan,nan,0
3831159,5874,4.37,1.0692,nan,nan,nan,nan,0
3831196,5578,4.44,0.9858,25.954,0.315,0.195,0.1313,0
3831261,4814,4.48,0.7857,29.149,3.746,0.080,0.0529,0
3831302,5038,4.58,0.8441,59.023,6.048,0.141,0.0073,0
3831318,5352,4.91,0.9256,nan,nan,nan,nan,0
3831420,5238,4.78,0.8959,nan,nan,nan,nan,0
3831423,5605,4.92,0.9931,nan,nan,nan,nan,0
3831428,4542,4.57,0.7121,38.385,9.757,0.175,0.1227,0
3831453,5148,4.72,0.8725,25.241,0.856,0.385,0.2498,0
3831459,5570,4.83,0.9836,nan,nan,nan,nan,0
3831479,5023,4.72,0.8402,33.113,4.374,0.182,0.1206,0
3831496,5796,4.48,1.0465,nan,nan,nan,nan,0
3831514,5553,4.42,0.9790,nan,nan,nan,nan,0
3831525,5339,4.29,0.9222,nan,nan,nan,nan,0
3831531,6206,3.96,1.1726,nan,nan,nan,nan,0
3831640,6343,4.34,1.2193,3.269,0.601,0.209,0.1528,0
3831704,4604,4.46,0.7293,47.171,7.304,0.181,0.0512,0
3831746,5896,4.36,1.0757,1.870,0.007,0.396,0.2374,0
3831762,5386,4.09,0.9345,36.811,6.234,0.240,0.0950,0
3831800,5277,4.46,0.9060,24.129,0.212,0.293,0.1844,0
3831816,4923,4.07,0.8142,nan,nan,nan,nan,0
3831827,5679,4.46,1.0135,nan,nan,nan,nan,0
3831866,5112,4.54,0.8632,nan,nan,nan,nan,0
3831917,5513,4.77,0.9682,nan,nan,nan,nan,0
3831922,5405,4.65,0.9395,nan,nan,nan,nan,0
3831977,5583,4.37,0.9871,nan,nan,nan,nan,0
3831989,5552,4.63,0.9787,nan,nan,nan,nan,0
3832010,5045,4.75,0.8459,32.132,3.734,0.297,0.2221,0
3832149,5394,4.44,0.9366,nan,nan,nan,nan,0
3832249,5651,4.50,1.0058,nan,nan,nan,nan,0
3832274,5514,4.57,0.9685,nan,nan,nan,nan,0
3832380,5729,4.48,1.0275,nan,nan,nan,nan,0
3832451,5263,4.56,0.9023,nan,nan,nan,nan,0
3832521,5923,4.20,1.0837,64.904,3.917,0.398,0.1288,0
3832563,5937,4.01,1.0879,nan,nan,nan,nan,0
3832615,5910,4.04,1.0798,10.077,0.176,0.199,0.1171,0
3832714,6280,4.51,1.1975,3.167,0.110,0.200,0.1343,0
3832882,5591,4.84,0.9893,nan,nan,nan,nan,0
3832916,5322,4.76,0.9177,nan,nan,nan,nan,0
3832932,5351,4.87,0.9253,64.505,3.460,0.136,0.0037,0
3832941,5654,4.59,1.0066,48.990,4.589,0.069,0.0115,0
3833065,5125,4.56,0.8666,nan,nan,nan,nan,0
3833108,5796,4.45,1.0465,47.522,4.660,0.155,0.0077,0
3833198,6232,4.61,1.1812,nan,nan,nan,nan,0
3833199,5680,4.50,1.0138,nan,nan,nan,nan,0
3833230,5507,4.56,0.9666,nan,nan,nan,nan,0
3833240,5337,4.65,0.9216,nan,nan,nan,nan,0
3833262,6064,4.58,1.1268,54.976,1.796,0.175,0.0010,0
3833274,5842,4.69,1.0598,nan,nan,nan,nan,0
3833291,5348,4.88,0.9245,nan,nan,nan,nan,0
3833301,5435,4.70,0.9474,20.587,0.550,0.213,0.1155,0
3833335,5497,4.42,0.9639,nan,nan,nan,nan,0
3833343,5280,4.60,0.9068,nan,nan,nan,nan,0
3833353,4937,4.13,0.8179,nan,nan,nan,nan,0
3833372,5211,4.61,0.8889,nan,nan,nan,nan,0
3833377,5002,4.66,0.8348,nan,nan,nan,nan,0
3833380,5792,4.57,1.0454,nan,nan,nan,nan,0
3833405,5710,4.60,1.0222,nan,nan,nan,nan,0
3833502,5338,4.62,0.9219,nan,nan,nan,nan,0
3833506,5827,4.63,1.0555,nan,nan,nan,nan,0
3833518,5801,4.52,1.0480,nan,nan,nan,nan,0
3833541,5388,4.71,0.9350,nan,nan,nan,nan,0
3833601,5111,4.48,0.8630,33.807,5.373,0.194,0.1209,0
3833620,4933,4.52,0.8169,nan,nan,nan,nan,0
3833661,5685,4.41,1.0152,nan,nan,nan,nan,0
3833730,5534,4.56,0.9739,nan,nan,nan,nan,0
3833731,4834,4.42,0.7909,nan,nan,nan,nan,0
3833806,5960,4.54,1.0948,nan,nan,nan,nan,0
3833809,5514,4.55,0.9685,21.887,0.627,0.261,0.1808,0
3833825,5111,4.40,0.8630,nan,nan,nan,nan,0
3833882,5573,4.49,0.9844,42.868,0.694,0.146,0.0228,0
3833908,6144,4.19,1.1523,nan,nan,nan,nan,0
3833959,5424,4.61,0.9445,nan,nan,nan,nan,0
3834001,5889,4.60,1.0736,nan,nan,nan,nan,0
3834055,5621,4.81,0.9975,nan,nan,nan,nan,0
3834102,5091,4.71,0.8578,nan,nan,nan,nan,0
3834165,4760,4.57,0.7714,66.808,15.113,0.341,0.0860,0
3834193,5466,4.79,0.9557,nan,nan,nan,nan,0
3834289,5402,4.51,0.9387,nan,nan,nan,nan,0
3834310,5171,4.58,0.8785,34.934,0.940,0.155,0.0938,0
3834329,5440,4.60,0.9487,nan,nan,nan,nan,0
3834345,5186,4.70,0.8824,nan,nan,nan,nan,0
3834395,4863,4.70,0.7986,nan,nan,nan,nan,0
3834396,5766,4.63,1.0380,nan,nan,nan,nan,0
3834411,5530,4.43,0.9728,nan,nan,nan,nan,0
3834625,5755,4.04,1.0348,nan,nan,nan,nan,0
3834639,5307,4.54,0.9138,nan,nan,nan,nan,0
3834716,5566,4.53,0.9825,nan,nan,nan,nan,0
3834728,4955,4.62,0.8226,nan,nan,nan,nan,0
3834758,5693,4.40,1.0174,nan,nan,nan,nan,0
3834905,4614,4.42,0.7320,45.291,12.304,0.180,0.0611,0
3834944,5689,4.61,1.0163,nan,nan,nan,nan,0
3834951,5259,4.54,0.9013,nan,nan,nan,nan,0
3834962,5541,4.62,0.9757,nan,nan,nan,nan,0
3835041,5098,4.72,0.8596,nan,nan,nan,nan,0
3835044,5202,4.66,0.8865,nan,nan,nan,nan,0
3835049,5982,4.62,1.1015,nan,nan,nan,nan,0
3835487,5429,4.39,0.9458,nan,nan,nan,nan,0
3835566,6167,4.24,1.1598,23.850,0.665,0.311,0.1403,0
3835579,6016,4.47,1.1119,nan,nan,nan,nan,0
3835654,5835,3.87,1.0578,nan,nan,nan,nan,0
3835688,6214,4.24,1.1752,nan,nan,nan,nan,0
3835776,5386,4.37,0.9345,nan,nan,nan,nan,0
3835777,6299,4.24,1.2040,nan,nan,nan,nan,0
3835813,4902,4.56,0.8088,nan,nan,nan,nan,0
3835830,6179,4.24,1.1637,nan,nan,nan,nan,0
3835896,5511,4.25,0.9677,26.227,2.941,0.085,0.1237,0
3835930,5347,4.52,0.9243,nan,nan,nan,nan,0
3836028,6406,4.23,1.2417,43.717,3.668,0.221,0.0182,0
3836033,6261,4.23,1.1910,18.973,1.140,0.276,0.1286,0
3836076,5537,4.54,0.9747,nan,nan,nan,nan,0
3836091,5548,4.61,0.9776,nan,nan,nan,nan,0
3836522,5268,4.38,0.9036,1.542,0.004,0.126,0.0055,0
3836537,5645,4.29,1.0041,26.451,3.086,0.106,0.0999,0
3836692,5726,4.58,1.0267,33.153,6.807,0.130,0.0409,0
3836731,5435,4.74,0.9474,nan,nan,nan,nan,0
3836833,5971,4.54,1.0981,nan,nan,nan,nan,0
3836848,5501,4.61,0.9650,30.244,0.084,0.251,0.1404,0
3836855,5448,4.25,0.9509,nan,nan,nan,nan,0
3836975,5534,4.76,0.9739,nan,nan,nan,nan,0
3837003,5562,4.66,0.9814,nan,nan,nan,nan,0
3837065,5259,4.87,0.9013,34.946,2.366,0.126,0.0851,0
3837143,5603,4.43,0.9926,nan,nan,nan,nan,0
3837157,5314,4.65,0.9156,nan,nan,nan,nan,0
3837220,5069,4.58,0.8521,nan,nan,nan,nan,0
3837275,5676,4.36,1.0127,nan,nan,nan,nan,0
3837284,5849,4.44,1.0619,nan,nan,nan,nan,0
3837296,5418,4.51,0.9429,13.742,0.244,0.177,0.0581,0
3837321,4605,4.57,0.7295,43.134,0.665,0.415,0.2198,0
3837344,5673,4.13,1.0118,15.281,0.155,0.182,0.0934,0
3837421,5329,4.51,0.9195,nan,nan,nan,nan,0
3837456,5528,3.83,0.9722,61.391,7.741,0.352,0.1012,0
3837472,5072,4.51,0.8529,nan,nan,nan,nan,0
3837527,5175,4.29,0.8795,37.322,6.007,0.146,0.0716,0
3837691,5461,4.42,0.9543,30.048,6.110,0.279,0.1677,0
3837697,5390,4.22,0.9355,nan,nan,nan,nan,0
3837699,5164,4.48,0.8767,nan,nan,nan,nan,0
3837837,4950,4.75,0.8213,17.644,3.137,0.059,0.0162,0
3837850,5460,4.58,0.9541,nan,nan,nan,nan,0
3837876,5491,4.51,0.9623,nan,nan,nan,nan,0
3837896,5003,4.44,0.8350,nan,nan,nan,nan,0
3837981,6025,4.87,1.1147,5.609,0.833,0.176,0.0931,0
3838022,5306,4.85,0.9135,nan,nan,nan,nan,0
3838079,5288,4.87,0.9088,nan,nan,nan,nan,0
3838080,5496,4.64,0.9637,48.153,1.043,0.322,0.1059,0
3838135,5462,4.79,0.9546,nan,nan,nan,nan,0
3838146,5633,4.74,1.0008,51.707,7.788,0.196,0.0083,0
3838160,5375,4.53,0.9316,nan,nan,nan,nan,0
3838182,5612,4.58,0.9950,nan,nan,nan,nan,0
3838191,5706,4.53,1.0210,nan,nan,nan,nan,0
3838231,5577,4.49,0.9855,nan,nan,nan,nan,0
3838239,5606,4.52,0.9934,nan,nan,nan,nan,0
3838318,5394,4.69,0.9366,nan,nan,nan,nan,0
3838328,5978,3.90,1.1003,15.752,0.262,0.130,0.1164,0
3838386,5852,4.57,1.0627,nan,nan,nan,nan,0
3838468,4608,4.67,0.7303,53.485,5.289,0.237,0.0408,0
3838568,6123,4.72,1.1455,nan,nan,nan,nan,0
3838600,5284,4.66,0.9078,37.608,8.135,0.347,0.1721,0
3838626,5661,4.40,1.0085,nan,nan,nan,nan,0
3838762,5067,4.64,0.8516,nan,nan,nan,nan,0
3838817,5559,3.95,0.9806,48.070,9.376,0.380,0.1479,0
3838843,5578,4.42,0.9858,45.929,1.966,0.111,0.0175,0
3838948,4875,4.71,0.8017,28.961,0.743,0.372,0.2433,0
3839010,4818,4.37,0.7867,49.255,7.579,0.228,0.0452,0
3839084,5825,4.57,1.0549,nan,nan,nan,nan,0
3839093,5505,4.53,0.9661,25.573,2.790,0.313,0.2315,0
3839105,4878,4.15,0.8025,52.320,7.446,0.193,0.0214,0
3839124,5861,4.56,1.0654,10.998,1.294,0.195,0.1103,0
3839136,5541,4.54,0.9757,46.885,5.652,0.123,0.0167,0
3839141,5227,4.74,0.8930,nan,nan,nan,nan,0
3839177,5572,4.95,0.9841,nan,nan,nan,nan,0
3839238,6024,4.74,1.1144,nan,nan,nan,nan,0
3839242,5744,4.50,1.0317,nan,nan,nan,nan,0
3839272,5382,4.50,0.9334,nan,nan,nan,nan,0
3839283,5154,4.83,0.8741,nan,nan,nan,nan,0
3839302,5817,4.50,1.0526,53.832,6.913,0.205,0.0037,0
3839322,5401,4.67,0.9384,nan,nan,nan,nan,0
3839373,4777,4.32,0.7759,nan,nan,nan,nan,0
3839386,5991,4.42,1.1042,16.348,0.554,0.346,0.2448,0
3839460,6106,4.42,1.1401,1.143,0.022,0.313,0.1943,0
3839480,6090,4.68,1.1350,nan,nan,nan,nan,0
3839554,6197,4.05,1.1696,5.977,0.862,0.172,0.1213,0
3839586,5606,4.81,0.9934,nan,nan,nan,nan,0
3839602,4796,4.33,0.7809,36.811,4.268,0.290,0.1873,0
3839620,5731,4.29,1.0281,nan,nan,nan,nan,0
3839688,5282,4.64,0.9073,47.294,8.256,0.142,0.0215,0
3839722,4852,3.98,0.7957,68.299,1.859,0.149,0.0043,0
3839729,6213,4.35,1.1749,nan,nan,nan,nan,0
3839755,5780,4.47,1.0420,nan,nan,nan,nan,0
3839777,5486,4.85,0.9610,13.476,1.696,0.037,0.0320,0
3839804,6444,4.41,1.2555,33.227,0.132,0.349,0.1355,0
3839849,5201,4.79,0.8863,nan,nan,nan,nan,0
3839867,5935,4.68,1.0873,nan,nan,nan,nan,0
3839914,5545,3.94,0.9768,31.747,2.693,0.426,0.2413,0
3839928,5756,4.63,1.0351,1.011,0.256,0.116,0.0183,0
3839932,5084,4.54,0.8560,nan,nan,nan,nan,0
3842185,5209,4.70,0.8883,51.005,6.113,0.223,0.0209,0
3842206,5818,4.73,1.0529,nan,nan,nan,nan,0
3842322,5260,4.84,0.9016,nan,nan,nan,nan,0
3842335,5560,4.67,0.9809,21.302,2.328,0.285,0.2061,0
3842363,5843,4.57,1.0601,nan,nan,nan,nan,0
3842398,4855,4.37,0.7965,nan,nan,nan,nan,0
3842443,5257,4.74,0.9008,nan,nan,nan,nan,0
3842562,4831,4.76,0.7901,nan,nan,nan,nan,0
3842601,5567,4.30,0.9828,36.014,3.396,0.169,0.0436,0
3842614,5157,3.78,0.8749,50.809,2.311,0.426,0.1760,0
3842646,6126,4.34,1.1465,nan,nan,nan,nan,0
3842716,5328,4.45,0.9193,nan,nan,nan,nan,0
3842871,5359,4.51,0.9274,53.873,11.972,0.359,0.1216,0
3846760,5785,4.34,1.0434,nan,nan,nan,nan,0
3846859,4631,4.50,0.7366,41.879,5.519,0.152,0.0889,0
3846863,5102,4.65,0.8607,nan,nan,nan,nan,0
3847101,5604,4.78,0.9928,nan,nan,nan,nan,0
3847122,5212,4.62,0.8891,nan,nan,nan,nan,0
3847144,5368,4.27,0.9298,nan,nan,nan,nan,0
3847154,5938,4.45,1.0882,nan,nan,nan,nan,0
3847180,5728,4.55,1.0272,62.191,0.622,0.329,0.0811,0
3847190,5529,4.57,0.9725,nan,nan,nan,nan,0
3847191,5933,4.59,1.0867,6.469,0.245,0.269,0.1611,0
3847209,6083,4.79,1.1328,nan,nan,nan,nan,0
3847245,5886,4.51,1.0727,nan,nan,nan,nan,0
3847267,5930,4.65,1.0858,nan,nan,nan,nan,0
3847334,5666,4.74,1.0099,5.537,0.012,0.407,0.2401,0
3847368,5536,4.57,0.9744,18.453,0.757,0.161,0.0701,0
3847409,6020,4.42,1.1131,nan,nan,nan,nan,0
3847413,5454,4.89,0.9525,nan,nan,nan,nan,0
3847426,5587,4.69,0.9882,56.028,6.619,0.259,0.0366,0
3847427,5355,4.91,0.9264,nan,nan,nan,nan,0
3847457,4688,4.45,0.7521,29.946,1.940,0.248,0.1285,0
3847540,6404,4.45,1.2410,1.672,0.011,0.071,0.0744,0
3847543,4847,4.45,0.7944,nan,nan,nan,nan,0
3847551,5629,3.97,0.9997,nan,nan,nan,nan,0
3847578,5495,4.54,0.9634,53.751,12.079,0.342,0.1082,0
3847604,5473,4.58,0.9575,8.563,0.119,0.380,0.2146,0
3847617,5454,4.94,0.9525,26.174,0.850,0.179,0.1295,0
3847627,5469,4.24,0.9565,nan,nan,nan,nan,0
3847642,5496,4.49,0.9637,61.636,1.755,0.343,0.0944,0
3847656,5399,4.50,0.9379,51.401,13.974,0.294,0.0771,0
3847707,5729,4.58,1.0275,nan,nan,nan,nan,0
3847712,5733,4.53,1.0286,nan,nan,nan,nan,0
3847790,6084,4.52,1.1331,nan,nan,nan,nan,0
3847793,6162,4.61,1.1581,nan,nan,nan,nan,0
3847799,6073,4.56,1.1297,63.191,17.399,0.333,0.0810,0
3847809,5608,4.36,0.9939,nan,nan,nan,nan,0
3847825,5907,4.42,1.0789,50.400,9.392,0.126,0.0039,0
3847839,6062,4.39,1.1262,1.097,0.059,0.203,0.1027,0
3847849,6117,4.50,1.1436,nan,nan,nan,nan,0
3847854,4466,4.66,0.6908,33.235,6.203,0.261,0.1430,0
3847869,4851,4.51,0.7954,nan,nan,nan,nan,0
3847880,5354,4.68,0.9261,nan,nan,nan,nan,0
3847895,5398,4.97,0.9376,nan,nan,nan,nan,0
3847900,5908,4.77,1.0792,nan,nan,nan,nan,0
3847926,5101,4.48,0.8604,nan,nan,nan,nan,0
3847942,5879,4.49,1.0707,nan,nan,nan,nan,0
3847951,5933,4.58,1.0867,62.661,2.752,0.472,0.1843,0
3848040,5764,4.87,1.0374,nan,nan,nan,nan,0
3848081,5645,4.46,1.0041,nan,nan,nan,nan,0
3848083,5598,4.76,0.9912,nan,nan,nan,nan,0
3848106,5800,4.78,1.0477,nan,nan,nan,nan,0
3848113,6224,4.66,1.1786,nan,nan,nan,nan,0
3848115,5843,4.58,1.0601,nan,nan,nan,nan,0
3848187,5624,4.48,0.9983,62.190,14.867,0.209,0.0031,0
3848252,6182,4.53,1.1647,nan,nan,nan,nan,0
3848305,5734,4.69,1.0289,47.616,0.706,0.311,0.0935,0
3848314,5712,4.65,1.0227,nan,nan,nan,nan,0
3848322,5667,4.56,1.0102,nan,nan,nan,nan,0
3848327,5611,4.73,0.9948,nan,nan,nan,nan,0
3848414,5122,4.55,0.8658,nan,nan,nan,nan,0
3848474,5929,4.55,1.0855,nan,nan,nan,nan,0
3848483,5329,4.77,0.9195,44.861,1.326,0.123,0.0277,0
3848488,4793,4.11,0.7801,2.541,0.203,0.060,0.0030,0
3848494,5339,4.70,0.9222,nan,nan,nan,nan,0
3848505,5750,4.60,1.0334,nan,nan,nan,nan,0
3848528,6203,4.51,1.1716,16.864,0.349,0.351,0.2024,0
3848540,6278,4.61,1.1968,nan,nan,nan,nan,0
3848541,6047,4.24,1.1215,25.087,0.304,0.097,0.0335,0
3848572,5715,4.46,1.0236,8.004,0.031,0.057,0.0319,0
3848641,5612,4.50,0.9950,68.616,17.527,0.423,0.1435,0
3848643,6091,4.56,1.1353,nan,nan,nan,nan,0
3848689,5741,4.61,1.0309,nan,nan,nan,nan,0
3848697,6129,4.47,1.1475,nan,nan,nan,nan,0
3848713,5823,4.68,1.0543,nan,nan,nan,nan,0
3848736,6049,4.61,1.1221,nan,nan,nan,nan,0
3848739,6021,4.62,1.1134,nan,nan,nan,nan,0
3848779,4801,4.91,0.7822,68.778,8.208,0.560,0.2373,0
3848795,5597,4.63,0.9909,nan,nan,nan,nan,0
3848826,5520,4.83,0.9701,nan,nan,nan,nan,0
3848851,5601,4.64,0.9920,nan,nan,nan,nan,0
3848883,5578,4.58,0.9858,nan,nan,nan,nan,0
3848886,5491,4.71,0.9623,nan,nan,nan,nan,0
3848903,5772,4.59,1.0397,nan,nan,nan,nan,0
3848926,5475,4.68,0.9580,nan,nan,nan,nan,0
3848939,5250,4.51,0.8990,nan,nan,nan,nan,0
3848975,5294,4.79,0.9104,nan,nan,nan,nan,0
3848985,5533,4.82,0.9736,nan,nan,nan,nan,0
3848996,5100,4.36,0.8601,nan,nan,nan,nan,0
3849002,5911,4.72,1.0801,55.588,7.363,0.193,0.0021,0
3849003,5630,5.03,1.0000,nan,nan,nan,nan,0
3849010,4890,4.39,0.8056,nan,nan,nan,nan,0
3849016,5623,4.59,0.9980,nan,nan,nan,nan,0
3849059,5747,4.51,1.0326,nan,nan,nan,nan,0
3849073,6132,4.45,1.1484,nan,nan,nan,nan,0
3849077,5488,4.58,0.9615,nan,nan,nan,nan,0
3849091,5667,4.58,1.0102,nan,nan,nan,nan,0
3849110,6268,4.53,1.1934,nan,nan,nan,nan,0
3849124,5739,4.76,1.0303,nan,nan,nan,nan,0
3849135,6108,4.38,1.1407,7.892,0.084,0.160,0.1115,0
3849211,5347,3.95,0.9243,nan,nan,nan,nan,0
3849218,5725,4.46,1.0264,69.223,4.909,0.529,0.2149,0
3849222,5178,4.63,0.8803,nan,nan,nan,nan,0
3849231,5924,4.68,1.0840,nan,nan,nan,nan,0
3849249,5646,4.50,1.0044,nan,nan,nan,nan,0
3849318,5658,4.60,1.0077,nan,nan,nan,nan,0
3849486,5777,4.50,1.0411,nan,nan,nan,nan,0
3849524,5451,4.56,0.9517,nan,nan,nan,nan,0
3849576,6222,4.31,1.1779,nan,nan,nan,nan,0
3849582,5267,4.50,0.9034,nan,nan,nan,nan,0
3849679,5237,4.56,0.8956,nan,nan,nan,nan,0
3849735,6128,4.54,1.1471,nan,nan,nan,nan,0
3849866,5273,4.72,0.9049,nan,nan,nan,nan,0
3849879,6208,4.44,1.1733,nan,nan,nan,nan,0
3849943,5805,4.11,1.0491,nan,nan,nan,nan,0
3850041,6040,4.15,1.1193,31.069,1.367,0.034,0.0183,0
3850057,4892,4.63,0.8062,nan,nan,nan,nan,0
3850151,5466,4.79,0.9557,nan,nan,nan,nan,0
3850152,4983,4.46,0.8298,42.462,3.845,0.195,0.0509,0
3850233,5526,4.87,0.9717,nan,nan,nan,nan,0
3850260,5468,4.64,0.9562,63.355,12.405,0.267,0.0301,0
3850265,5487,4.29,0.9613,34.177,0.653,0.380,0.2015,0
3850276,6356,4.35,1.2239,4.425,0.028,0.287,0.2317,0
3850321,5114,4.67,0.8638,nan,nan,nan,nan,0
3850347,5415,4.48,0.9421,nan,nan,nan,nan,0
3850368,4959,4.51,0.8236,nan,nan,nan,nan,0
3850385,5958,4.69,1.0942,nan,nan,nan,nan,0
3850458,5676,4.84,1.0127,nan,nan,nan,nan,0
3850479,6272,4.08,1.1948,1.864,0.167,0.185,0.1107,0
3850551,6148,4.13,1.1536,1.935,0.006,0.139,0.0599,0
3850563,5209,4.40,0.8883,29.960,1.535,0.291,0.2203,0
3850572,5321,4.60,0.9175,nan,nan,nan,nan,0
3850610,5732,4.32,1.0283,nan,nan,nan,nan,0
3850645,5450,4.57,0.9514,55.896,14.096,0.226,0.0099,0
3850780,5749,4.36,1.0331,52.974,3.322,0.179,0.0051,0
3850808,5600,4.42,0.9917,nan,nan,nan,nan,0
3850933,5570,4.50,0.9836,nan,nan,nan,nan,0
3850972,5792,4.58,1.0454,nan,nan,nan,nan,0
3851022,5808,4.20,1.0500,nan,nan,nan,nan,0
3851054,5739,4.76,1.0303,nan,nan,nan,nan,0
3851114,5652,4.49,1.0060,nan,nan,nan,nan,0
3851134,6191,4.39,1.1676,2.994,0.704,0.226,0.1431,0
3851154,5341,4.51,0.9227,nan,nan,nan,nan,0
3851162,5666,4.33,1.0099,18.870,2.236,0.054,0.0820,0
3851170,6033,4.49,1.1172,nan,nan,nan,nan,0
3851194,5781,4.26,1.0423,50.866,3.075,0.115,0.0060,0
3851228,5987,4.86,1.1030,nan,nan,nan,nan,0
3851286,6360,4.65,1.2253,1.395,0.061,0.177,0.1112,0
3851330,5716,4.43,1.0238,nan,nan,nan,nan,0
3851344,5514,4.59,0.9685,nan,nan,nan,nan,0
3851394,5547,4.39,0.9774,nan,nan,nan,nan,0
3851397,5779,4.20,1.0417,64.907,5.977,0.228,0.0013,0
3851546,6179,4.57,1.1637,nan,nan,nan,nan,0
3851573,4938,4.41,0.8182,nan,nan,nan,nan,0
3851599,5762,4.25,1.0368,24.449,4.037,0.208,0.1174,0
3851655,5320,4.72,0.9172,62.067,14.538,0.190,0.0043,0
3851690,5610,4.72,0.9945,nan,nan,nan,nan,0
3851707,6286,4.40,1.1995,2.994,0.517,0.117,0.0714,0
3851717,5514,4.70,0.9685,nan,nan,nan,nan,0
3851778,5929,4.77,1.0855,nan,nan,nan,nan,0
3851795,5830,4.50,1.0564,60.034,14.527,0.374,0.1184,0
3851817,5666,4.70,1.0099,nan,nan,nan,nan,0
3851858,6131,4.61,1.1481,nan,nan,nan,nan,0
3851936,6094,4.74,1.1363,nan,nan,nan,nan,0
3851982,6033,4.74,1.1172,nan,nan,nan,nan,0
3851994,5621,4.88,0.9975,21.868,1.304,0.053,0.0980,0
3851999,5360,4.81,0.9277,nan,nan,nan,nan,0
3852006,5573,5.01,0.9844,nan,nan,nan,nan,0
3852016,5813,4.83,1.0514,nan,nan,nan,nan,0
3852041,5791,5.01,1.0451,nan,nan,nan,nan,0
3852111,5818,4.53,1.0529,20.791,1.054,0.034,0.1175,0
3852124,5500,4.85,0.9647,nan,nan,nan,nan,0
3852171,5616,4.48,0.9961,nan,nan,nan,nan,0
3852202,5303,4.88,0.9128,nan,nan,nan,nan,0
3852222,5573,4.62,0.9844,nan,nan,nan,nan,0
3852317,5738,4.52,1.0300,61.883,14.269,0.275,0.0379,0
3852323,4892,4.67,0.8062,7.520,0.330,0.396,0.2078,0
3852326,4844,4.71,0.7936,nan,nan,nan,nan,0
3852343,5105,4.59,0.8614,nan,nan,nan,nan,0
3852392,5872,4.42,1.0686,nan,nan,nan,nan,0
3852451,6144,4.41,1.1523,nan,nan,nan,nan,0
3852491,5535,4.32,0.9741,nan,nan,nan,nan,0
3852504,5760,4.56,1.0363,nan,nan,nan,nan,0
3852543,5925,4.57,1.0843,nan,nan,nan,nan,0
3852550,5667,4.68,1.0102,nan,nan,nan,nan,0
3852594,6403,3.87,1.2406,52.254,2.456,0.206,0.0002,0
3852610,5626,4.55,0.9989,28.331,2.929,0.207,0.1069,0
3852714,5615,4.58,0.9958,nan,nan,nan,nan,0
3852724,5587,4.41,0.9882,5.548,0.656,0.125,0.0205,0
3852731,5455,4.78,0.9527,nan,nan,nan,nan,0
3852763,5816,4.47,1.0523,nan,nan,nan,nan,0
3852772,6284,4.22,1.1988,37.729,0.717,0.432,0.1894,0
3852796,5452,4.37,0.9519,56.141,5.508,0.246,0.0269,0
3852839,5797,4.62,1.0468,nan,nan,nan,nan,0
3852841,4809,4.66,0.7843,37.359,1.114,0.282,0.1748,0
