,angDist,kepid,source_id,ra_gaia,ra_error,dec_gaia,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,tm_designation,ra_kic,dec_kic,kepmag,teff,teff_err1,teff_err2,teff_prov,logg_gk,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,prov_sec,nconfp,nkoi,ntce,jmag,hmag,kmag,kepoi_name,planet?,relative_parallax_err,Teff,logg_mc,Mass,Prot,Prot_err,Rper,LPH,w,DC,Flag,jz
1082,0.003698,2831983.0,2.0998662432434463e+18,285.80331596817,0.0115,38.02815934095,0.0158,6.1873,0.016,-4.285,0.026,2.191,0.029,106569.0,38.2283,13.119286,41546.3,56.0699,13.805058,93544.2,67.0227,12.334378,1.470679,-24.8,3.84,4524.16,0.0237,0.013,0.61,0.14,b'2MASS J19031280+3801413',285.80334,38.028149,13.162,4339.0,116.0,-142.0,b'PHO1',4.683,0.063,-0.027,b'KIC0',-0.68,0.3,-0.3,b'KIC0',0.556,0.044,-0.059,0.544,0.05,-0.041,b'DSEP',0.0,0.0,0.0,11.364,10.769,10.624,b'N/A',b'none',0.002585942171868182,4248,4.5,0.642,10.039,0.07200000000000001,15085.22,1.534,0.7615,0,---,0.2900356376729183
1121,0.06332,2837133.0,2.099527353143073e+18,287.44936055856,0.0203,38.07279559014,0.0279,6.4994,0.0271,-6.149,0.045,36.838,0.052,453854.0,276.329,11.546076,215946.0,415.634,12.015527,335512.0,385.617,10.947649,1.067878,-27.79,0.5,5083.2,0.138,0.064,0.88,0.461,b'2MASS J19094785+3804214',287.4494,38.07262,11.584,5361.0,164.0,-136.0,b'PHO1',4.334,0.18,-0.135,b'FLK73',0.2,0.2,-0.25,b'KIC0',1.059,0.2,-0.2,0.884,0.086,-0.057,b'DSEP',0.0,0.0,0.0,10.22,9.829,9.732,b'N/A',b'none',0.004169615656829861,5143,4.04,0.8713,22.773000000000003,0.14,9283.04,1.1159999999999999,0.5983,0,---,1.7883530496444124
1179,0.145884,2853668.0,2.0526609792504755e+18,291.69991892371,0.0175,38.07041428044,0.0206,2.8795,0.022,-24.633,0.037,-24.92,0.038,378274.0,227.007,11.74385,205434.0,424.962,12.069707,247616.0,305.322,11.277472,0.792235,-23.76,0.72,5851.0,0.3038,0.142,1.3,1.794,b'2MASS J19264801+3804140',291.70007,38.07056,11.81,6115.0,147.0,-184.0,b'PHO1',4.383,0.09,-0.21,b'KIC0',-0.06,0.25,-0.3,b'KIC0',1.091,0.35,-0.15,1.046,0.167,-0.125,b'DSEP',0.0,0.0,0.0,10.768,10.502,10.449,b'N/A',b'none',0.0076402153151588804,5848,4.38,1.0616,5.152,0.01,13717.35,1.367,0.727,0,---,3.401257871467517
1204,0.143514,2857109.0,2.0519221074385546e+18,292.40709010187,0.1042,38.06282363055,0.137,1.97,0.1357,-0.461,0.217,-4.947,0.276,133369.0,163.05,12.875728,73611.0,211.611,13.184032,89877.2,145.551,12.377796,0.806235,-16.98,9.6,5870.5,0.2017,0.114,1.12,1.35,b'2MASS J19293770+3803463',292.40714,38.062859,12.869,6235.0,169.0,-206.0,b'PHO1',4.263,0.175,-0.193,b'KIC0',-0.2,0.25,-0.3,b'KIC0',1.249,0.372,-0.248,1.041,0.173,-0.115,b'DSEP',0.0,0.0,0.0,11.83,11.53,11.456,b'N/A',b'none',0.06888324873096446,6052,4.28,1.1231,5.818,0.008,12542.49,0.9890000000000001,0.6033,0,---,0.43874437329143784
1220,0.106663,2859024.0,2.051875339529497e+18,292.82705673019,0.0798,38.05467614004,0.0978,3.6387,0.1075,8.331,0.171,-20.486,0.18,267372.0,137.47,12.120574,138943.0,309.307,12.4943,184470.0,281.796,11.597106,0.897194,11.42,2.95,5475.33,0.093,0.032,1.0,0.818,b'2MASS J19311848+3803172',292.82703,38.05479,12.128,5691.0,76.0,-85.0,b'SPE68',4.517,0.03,-0.12,b'SPE68',-0.02,0.15,-0.15,b'SPE68',0.895,0.121,-0.052,0.959,0.047,-0.067,b'DSEP',0.0,0.0,0.0,10.972,10.624,10.543,b'N/A',b'none',0.029543518289498995,5604,4.47,0.9928,11.630999999999998,0.015,18214.08,1.205,0.6859999999999999,0,---,1.2558514147324185
1275,0.21303,2974284.0,2.0991654033589647e+18,287.27534518007,0.9103,38.15858835185,0.892,3.0391,0.9841,-16.268,1.882,-9.348,1.735,438090.0,168.094,11.584457,243994.0,382.464,11.882938,282568.0,228.628,11.134111,0.748827,-16.52,1.33,5963.67,0.289,0.1477,,,b'2MASS J19090608+3809310',287.27536,38.158619,11.628,6171.0,170.0,-170.0,b'PHO1',4.176,0.221,-0.136,b'FLK73',-0.34,0.3,-0.3,b'KIC0',1.342,0.29,-0.319,0.986,0.165,-0.11,b'DSEP',0.0,0.0,0.0,10.652,10.389,10.343,b'N/A',b'none',0.32381297094534567,5931,4.35,1.0861,5.315,0.02,5719.78,1.462,0.7621,0,---,3.2793453205301986
1326,0.060937,2990192.0,2.0526752385413688e+18,291.55341608674,0.5474,38.1985897155,0.6621,3.7499,0.6628,8.302,1.159,3.703,1.325,1209920.0,339.653,10.481479,661852.0,614.414,10.799485,784995.0,781.622,10.024753,0.774733,-12.59,0.78,5848.0,,,1.79,3.384,b'2MASS J19261281+3811549',291.55338,38.198589,10.503,6024.0,149.0,-164.0,b'PHO1',4.51,0.06,-0.14,b'FLK73',-0.46,0.25,-0.3,b'KIC0',0.877,0.172,-0.086,0.907,0.089,-0.099,b'DSEP',0.0,0.0,0.0,9.484,9.197,9.154,b'N/A',b'none',0.17675138003680096,5796,4.41,1.0465,11.542,0.225,4497.05,1.037,0.6394,0,---,0.2337285949850929
1355,0.113774,2994548.0,2.051919564817985e+18,292.49955053252,0.0181,38.10192144159,0.022,2.7146,0.0243,-3.022,0.038,1.648,0.042,215393.0,132.619,12.355285,116239.0,348.197,12.68801,144656.0,303.704,11.861075,0.826935,-36.04,13.92,6116.82,0.14,0.0695,0.95,1.137,b'2MASS J19295989+3806068',292.49954,38.101891,12.395,6139.0,166.0,-184.0,b'PHO1',4.164,0.276,-0.161,b'KIC0',-0.48,0.3,-0.3,b'KIC0',1.317,0.368,-0.368,0.923,0.139,-0.093,b'DSEP',0.0,0.0,0.0,11.218,10.892,10.811,b'N/A',b'none',0.008951595078464599,5815,4.16,1.052,6.345,0.005,15453.58,1.469,0.758,0,---,0.5953951293478568
1435,0.011684,3099294.0,2.0999536200582643e+18,286.39959308625,0.0177,38.2112802535,0.0217,4.0641,0.0224,-1.979,0.036,-2.032,0.04,324004.0,133.623,11.911991,167572.0,225.71,12.290883,223540.0,237.743,11.388533,0.90235,-11.01,0.91,5705.59,0.0168,0.0117,0.9,0.778,b'2MASS J19053590+3812406',286.3996,38.211288,11.949,5610.0,152.0,-152.0,b'PHO1',4.591,0.036,-0.144,b'KIC0',-0.36,0.3,-0.3,b'KIC0',0.771,0.169,-0.061,0.848,0.089,-0.089,b'DSEP',0.0,0.0,0.0,10.785,10.454,10.388,b'N/A',b'none',0.005511675401687951,5422,4.69,0.9440000000000001,7.315,0.023,16573.04,1.4569999999999999,0.7647,0,---,0.46641168066343613
1440,1.513728,3100219.0,2.0992246782093706e+18,286.71445694526,0.0204,38.26122922225,0.0223,4.802,0.026,22.114,0.042,31.773,0.041,500646.0,170.852,11.439539,266985.0,656.129,11.785172,345146.0,847.243,10.916911,0.86826,-34.99,0.42,5549.49,0.1042,0.0463,1.01,0.873,b'2MASS J19065148+3815413',286.71451,38.26149,11.283,5941.0,187.0,-208.0,b'KIC0',4.257,0.214,-0.175,b'KIC0',-0.16,0.3,-0.3,b'KIC0',1.211,0.339,-0.277,0.968,0.145,-0.106,b'DSEP',0.0,0.0,0.0,9.806,9.429,9.357,b'N/A',b'none',0.005414410662224074,5680,4.26,1.0138,11.925,0.059000000000000004,4709.06,1.1079999999999999,0.6606,0,---,0.6990114386291636
1441,0.994115,3100219.0,2.0992246782093706e+18,286.71477503926,0.0234,38.26187553735,0.0232,4.8519,0.0292,21.576,0.046,31.256,0.042,576076.0,509.25,11.287168,310206.0,963.038,11.622262,400237.0,5013.6,10.756127,0.866135,-36.88,0.53,5642.75,0.1707,0.081,1.03,0.976,b'2MASS J19065148+3815413',286.71451,38.26149,11.283,5941.0,187.0,-208.0,b'KIC0',4.257,0.214,-0.175,b'KIC0',-0.16,0.3,-0.3,b'KIC0',1.211,0.339,-0.277,0.968,0.145,-0.106,b'DSEP',0.0,0.0,0.0,9.806,9.429,9.357,b'N/A',b'none',0.006018260887487376,5680,4.26,1.0138,11.925,0.059000000000000004,4709.06,1.1079999999999999,0.6606,0,---,0.7084616521747676
1452,0.116918,3101129.0,2.0992153323603082e+18,287.02841315264,0.3093,38.2229740725,0.358,10.3524,0.3728,-5.646,0.679,-48.685,0.782,449268.0,114.047,11.557102,167975.0,246.308,12.288276,405123.0,370.756,10.742952,1.545323,-12.1,0.82,4432.26,0.882,0.4,0.79,0.219,b'2MASS J19080683+3813235',287.02847,38.223209,11.551,4483.0,132.0,-132.0,b'PHO1',4.552,0.068,-0.016,b'KIC0',0.48,0.05,-0.25,b'KIC0',0.756,0.02,-0.068,0.744,0.034,-0.042,b'DSEP',0.0,0.0,0.0,9.705,9.077,8.939,b'N/A',b'none',0.036010973300877096,4285,4.42,0.6569,27.394000000000002,2.355,1234.05,0.433,0.2594,0,SM2,0.11756226149496171
1463,0.058148,3102108.0,2.0995415780748375e+18,287.38669109571,0.0204,38.28099050287,0.0255,4.2251,0.0251,2.001,0.042,10.424,0.047,328430.0,94.3682,11.897258,170847.0,321.043,12.269867,225124.0,316.32,11.380868,0.888999,-9.33,0.77,5480.0,0.068,0.032,0.96,0.744,b'2MASS J19093279+3816514',287.38666,38.280949,11.898,5675.0,141.0,-127.0,b'PHO1',4.248,0.234,-0.156,b'FLK73',-0.26,0.3,-0.25,b'KIC0',1.137,0.275,-0.275,0.835,0.118,-0.063,b'DSEP',0.0,0.0,0.0,10.769,10.444,10.393,b'N/A',b'none',0.005940687794371731,5480,4.75,0.9594,12.741,0.302,3628.46,0.765,0.4727,0,---,0.6108134475086022
1472,0.04412,3103228.0,2.0995327433320187e+18,287.76464732309,0.0172,38.26833010584,0.0205,2.4507,0.0216,13.157,0.037,3.768,0.04,175287.0,42.6643,12.578995,95301.4,115.908,12.903641,115602.0,92.4926,12.104504,0.799137,-20.34,1.26,5874.0,0.0667,0.0405,1.03,1.146,b'2MASS J19110349+3816059',287.76456,38.268311,12.613,6088.0,167.0,-167.0,b'PHO1',4.105,0.252,-0.126,b'FLK73',-0.24,0.3,-0.3,b'KIC0',1.481,0.308,-0.377,1.02,0.175,-0.127,b'DSEP',0.0,0.0,0.0,11.585,11.315,11.24,b'N/A',b'none',0.008813808299669483,5874,4.43,1.0692,11.954,0.068,4745.96,0.7879999999999999,0.5323,0,---,2.6303005519731015
1535,0.039776,3115606.0,2.0526314985954847e+18,291.22542644865,0.1903,38.24490450717,0.2486,4.7002,0.2458,-5.648,0.417,-36.082,0.417,386493.0,139.841,11.720511,205761.0,204.628,12.067983,265240.0,199.936,11.202823,0.86516,8.65,3.97,5625.43,0.09,0.0443,0.88,0.698,b'2MASS J19245411+3814421',291.22546,38.245049,11.713,5968.0,161.0,-161.0,b'PHO1',4.38,0.186,-0.124,b'FLK73',-0.94,0.3,-0.3,b'KIC0',0.918,0.176,-0.176,0.737,0.086,-0.031,b'DSEP',0.0,0.0,0.0,10.565,10.233,10.154,b'N/A',b'none',0.05229564699374495,5692,3.86,1.0171,24.840999999999998,0.446,478.15,0.503,0.3176,0,---,0.1801215995222881
1635,0.024721,3128488.0,2.0520703697133358e+18,294.14019754966,0.0181,38.29216039665,0.0214,9.5137,0.0226,5.191,0.039,-0.877,0.04,440203.0,680.298,11.579234,191125.0,1091.16,12.148094,352094.0,1422.21,10.895273,1.252821,-24.55,0.63,4821.8,0.048,0.029,0.67,0.221,b'2MASS J19363364+3817318',294.14017,38.292171,11.667,4565.0,125.0,-139.0,b'PHO1',4.698,0.054,-0.032,b'KIC0',-0.98,0.3,-0.3,b'KIC0',0.546,0.039,-0.043,0.543,0.044,-0.027,b'DSEP',0.0,0.0,7.0,10.089,9.58,9.449,b'N/A',b'none',0.0023755216161955913,4475,4.62,0.6933,6.1739999999999995,0.005,53287.92,1.571,0.7884,0,---,0.06664369398287702
1642,0.020022,3129238.0,2.0520214070845432e+18,294.30357309881,0.0198,38.2030767719,0.0242,4.3567,0.0267,13.876,0.044,14.1,0.052,221898.0,84.754,12.322981,108503.0,189.344,12.762788,161116.0,185.239,11.744073,1.018715,-19.25,1.56,5224.89,0.0643,0.0475,0.85,0.489,b'2MASS J19371284+3812108',294.3035,38.203011,12.334,5341.0,143.0,-159.0,b'PHO1',4.526,0.099,-0.121,b'KIC0',-0.5,0.35,-0.3,b'KIC0',0.759,0.115,-0.094,0.705,0.102,-0.044,b'DSEP',0.0,1.0,3.0,11.059,10.654,10.579,b'N/A',b'cand',0.006128491748341635,5157,4.26,0.8749,6.611000000000001,0.015,20965.58,1.276,0.6519,0,---,0.14855936533930372
1656,0.088044,3130425.0,2.0521132850250793e+18,294.55169498611,0.0167,38.26199316184,0.0224,4.4803,0.0217,4.588,0.036,-18.765,0.041,248310.0,41.7931,12.200882,122151.0,152.388,12.634141,178907.0,129.696,11.630354,1.003787,-20.95,0.45,5165.46,0.1865,0.084,0.9,0.523,b'2MASS J19381239+3815434',294.55164,38.262081,12.203,5333.0,74.0,-85.0,b'SPE68',4.586,0.011,-0.099,b'SPE68',0.07,0.15,-0.15,b'SPE68',0.801,0.092,-0.023,0.913,0.033,-0.066,b'DSEP',0.0,0.0,0.0,10.961,10.601,10.491,b'N/A',b'none',0.004843425663460036,5236,4.3,0.8953,22.936,0.768,3573.39,0.622,0.4289,0,---,0.7215194507968374
1667,0.017266,3215845.0,2.0999343399439542e+18,285.28831384368,0.0192,38.39597967994,0.0224,2.9163,0.0245,1.766,0.044,-2.752,0.043,312708.0,194.572,11.95052,172237.0,371.904,12.261069,203085.0,456.363,11.492727,0.768342,-22.32,2.13,5946.0,0.1695,0.086,1.13,1.439,b'2MASS J19010919+3823455',285.2883,38.395988,11.983,6210.0,156.0,-188.0,b'PHO1',4.399,0.101,-0.188,b'KIC0',-0.4,0.3,-0.3,b'KIC0',1.026,0.299,-0.149,0.962,0.136,-0.111,b'DSEP',0.0,0.0,0.0,10.985,10.715,10.692,b'N/A',b'none',0.008401056132770977,5969,4.4,1.0975,1.933,0.003,25161.56,1.5419999999999998,0.7725,0,---,0.5217455879782052
1733,0.049491,3230050.0,2.052820404134399e+18,290.07312548761,0.0325,38.30614440411,0.0326,6.2669,0.0359,23.598,0.069,27.875,0.058,1132340.0,330.775,10.553424,600985.0,632.055,10.904228,754187.0,693.353,10.068222,0.836006,-31.39,0.4,5739.6,,,1.08,1.141,b'2MASS J19201752+3818216',290.073,38.306011,10.6,6010.0,163.0,-199.0,b'PHO1',4.394,0.066,-0.154,b'FLK73',0.18,0.2,-0.3,b'KIC0',1.118,0.235,-0.145,1.134,0.101,-0.151,b'DSEP',0.0,0.0,0.0,9.569,9.258,9.189,b'N/A',b'none',0.005728510108666167,5737,3.92,1.0298,19.095,2.167,2717.49,0.41200000000000003,0.3186,0,---,0.3625947669390413
1752,0.049716,3232697.0,2.052645036332507e+18,290.817237998,0.0188,38.3431795999,0.0228,3.8427,0.0243,-1.922,0.038,-39.695,0.042,328853.0,53.1365,11.89586,176638.0,172.083,12.233675,219087.0,178.688,11.41038,0.823295,-27.11,1.01,5808.5,0.042,0.021,0.93,0.878,b'2MASS J19231614+3820361',290.81726,38.343361,11.929,5784.0,78.0,-78.0,b'SPE68',4.332,0.15,-0.1,b'SPE68',-0.24,0.15,-0.15,b'SPE68',1.058,0.145,-0.16,0.878,0.071,-0.044,b'DSEP',0.0,0.0,0.0,10.818,10.515,10.485,b'N/A',b'none',0.0063236786634397685,5801,4.36,1.048,18.809,0.507,2486.88,0.655,0.4302,0,---,2.2264385400465767
1762,0.121811,3233612.0,2.0526478538311214e+18,291.07336764189,0.019,38.35439647825,0.0233,5.9732,0.0246,38.824,0.042,34.419,0.047,173951.0,35.6979,12.587299,75792.7,118.226,13.152319,139822.0,93.7248,11.897982,1.254337,-52.68,1.28,4854.0,0.032,0.016,0.66,0.22,b'2MASS J19241756+3821152',291.07318,38.354221,12.615,4907.0,146.0,-146.0,b'PHO1',4.497,0.085,-0.046,b'FLK73',0.28,0.15,-0.3,b'KIC0',0.836,0.052,-0.084,0.801,0.052,-0.052,b'DSEP',0.0,0.0,0.0,11.054,10.535,10.435,b'N/A',b'none',0.004118395499899551,4701,4.4,0.7556,26.822,0.17,5754.47,0.6890000000000001,0.4602,0,---,2.4613560767099076
1767,0.101328,3233908.0,2.052648227488382e+18,291.14958403329,0.0187,38.3880136066,0.0267,2.9137,0.0261,-1.914,0.04,-0.446,0.047,360529.0,159.443,11.796015,200550.0,305.734,12.095829,231770.0,237.915,11.349276,0.746553,-8.08,1.69,5943.0,0.087,0.042,1.22,1.663,b'2MASS J19243590+3823168',291.14963,38.38802,11.842,6225.0,154.0,-185.0,b'PHO1',4.45,0.056,-0.224,b'KIC0',-0.12,0.25,-0.35,b'KIC0',1.031,0.349,-0.116,1.091,0.153,-0.137,b'DSEP',0.0,0.0,0.0,10.859,10.607,10.557,b'N/A',b'none',0.008957682671517316,6004,4.51,1.1082,4.39,0.008,10042.55,1.351,0.7289,0,---,0.7134427812858536
1819,0.046175,3240623.0,2.0519291812444805e+18,292.83597961642,0.0184,38.31286074053,0.0264,4.0508,0.027,34.083,0.04,17.318,0.049,305177.0,130.278,11.976988,159014.0,210.954,12.347799,209284.0,205.083,11.460079,0.88772,-54.2,2.34,5505.0,0.059,0.025,0.95,0.751,b'2MASS J19312058+3818460',292.83578,38.312778,12.003,5583.0,75.0,-75.0,b'SPE68',4.408,0.12,-0.08,b'SPE68',-0.2,0.15,-0.15,b'SPE68',0.943,0.11,-0.11,0.831,0.068,-0.037,b'DSEP',0.0,0.0,0.0,10.862,10.525,10.489,b'N/A',b'none',0.00666535005431026,5545,4.54,0.9768,12.220999999999998,0.046,18712.76,1.501,0.7142,0,---,6.05818662958957
1866,0.078253,3247139.0,2.0521187439168568e+18,294.40469801707,0.0175,38.38189511021,0.0225,1.8739,0.0224,-3.312,0.036,-23.457,0.044,335866.0,91.8907,11.87295,183821.0,167.553,12.190403,219765.0,132.23,11.407023,0.78338,9.18,12.59,5867.25,,,1.88,3.758,b'2MASS J19373712+3822551',294.40469,38.381989,11.935,6045.0,81.0,-81.0,b'SPE68',4.267,0.137,-0.112,b'SPE68',-0.04,0.15,-0.15,b'SPE68',1.25,0.203,-0.183,1.052,0.094,-0.062,b'DSEP',0.0,0.0,0.0,10.856,10.594,10.511,b'N/A',b'none',0.011953679491968622,5879,4.36,1.0707,8.084,0.248,4170.6,0.9390000000000001,0.5723,0,---,1.2953684574410274
1906,0.187537,3325344.0,2.0999724148341763e+18,286.15723525684,0.0461,38.43693810759,0.0563,5.1579,0.0596,-39.499,0.1,-88.644,0.098,133950.0,44.1085,12.871008,58770.0,68.9377,13.428499,107120.0,79.1962,12.187247,1.241252,-6.32,6.07,4983.41,0.024,0.008,0.63,0.22,b'2MASS J19043779+3826145',286.15747,38.43737,12.877,4812.0,145.0,-130.0,b'PHO1',4.615,0.063,-0.032,b'KIC0',-0.5,0.3,-0.3,b'KIC0',0.648,0.057,-0.057,0.632,0.078,-0.036,b'DSEP',0.0,0.0,0.0,11.314,10.815,10.677,b'N/A',b'none',0.011555090249907909,4654,4.46,0.7429,32.122,1.39,3457.07,0.598,0.4073,0,---,0.4965088874938202
1997,0.103311,3340593.0,2.0526524236763433e+18,291.04065213621,0.0216,38.45387833652,0.0282,3.6992,0.03,1.105,0.046,25.436,0.048,213472.0,114.815,12.365012,109895.0,242.134,12.748946,148467.0,205.902,11.832842,0.916104,-27.08,0.8,5425.0,0.021,0.0092,0.9,0.635,b'2MASS J19240976+3827135',291.04068,38.453758,12.384,5560.0,83.0,-74.0,b'SPE68',4.478,0.072,-0.088,b'SPE68',-0.1,0.15,-0.15,b'SPE68',0.893,0.1,-0.067,0.875,0.055,-0.046,b'DSEP',0.0,0.0,0.0,11.235,10.896,10.846,b'N/A',b'none',0.008109861591695501,5515,4.34,0.9687,10.195,0.021,9445.97,1.374,0.7253,0,---,1.7094294345341718
2022,0.098359,3342952.0,2.0526813889347405e+18,291.65035413047,0.0176,38.40951185726,0.0226,4.3331,0.0232,29.607,0.038,26.954,0.041,302433.0,46.9652,11.986794,153444.0,196.411,12.38651,211930.0,157.544,11.446438,0.940072,-17.71,0.82,5360.33,0.045,0.0245,0.94,0.661,b'2MASS J19263604+3824337',291.65018,38.40937,12.023,5689.0,152.0,-152.0,b'PHO1',4.422,0.104,-0.138,b'FLK73',-0.06,0.25,-0.3,b'KIC0',0.976,0.197,-0.131,0.918,0.104,-0.083,b'DSEP',0.0,1.0,1.0,10.826,10.488,10.402,b'N/A',b'cand',0.005354134453393644,5457,4.45,0.9533,23.1,3.23,4528.73,0.47700000000000004,0.3633,0,---,1.1161917707347375
2075,0.104508,3347938.0,2.052307825555673e+18,292.88857301895,0.0192,38.47950335435,0.0241,2.7617,0.0231,-4.834,0.042,-7.666,0.047,376570.0,72.5795,11.748751,212309.0,213.681,12.033966,237677.0,314.854,11.32195,0.712016,-1.17,1.5,6089.65,0.0787,0.0442,1.25,1.923,b'2MASS J19313326+3828464',292.88858,38.479561,11.799,6232.0,68.0,-81.0,b'SPE68',4.35,0.054,-0.126,b'SPE68',0.1,0.15,-0.15,b'SPE68',1.203,0.202,-0.101,1.184,0.084,-0.084,b'DSEP',0.0,0.0,0.0,10.859,10.626,10.579,b'N/A',b'none',0.008364413223739002,6184,4.28,1.1653,6.2410000000000005,0.027000000000000003,3309.43,0.8909999999999999,0.5907,0,---,0.7201343563594853
2098,0.096461,3353043.0,2.0520743210833452e+18,294.14799329966,0.0168,38.41758071911,0.0198,7.1714,0.0215,-30.04,0.036,-44.946,0.036,411660.0,86.0842,11.652019,199052.0,275.461,12.10397,302069.0,166.674,11.061656,1.042314,18.3,0.7,5249.2,0.0905,0.0458,0.7,0.334,b'2MASS J19363556+3825040',294.14816,38.417801,11.675,5229.0,72.0,-83.0,b'SPE68',4.617,0.016,-0.064,b'SPE68',-0.24,0.15,-0.15,b'SPE68',0.731,0.054,-0.031,0.817,0.03,-0.069,b'DSEP',0.0,0.0,0.0,10.341,9.912,9.838,b'N/A',b'none',0.0029980199124299296,5099,4.29,0.8599,26.361,0.8370000000000001,2465.96,0.721,0.4747,0,---,1.300952648519836
2111,0.120829,3354495.0,2.0521253796533647e+18,294.5007580786,0.0222,38.49008810999,0.0232,2.2518,0.0246,0.973,0.045,-2.435,0.048,175937.0,64.0878,12.574972,96391.9,156.264,12.891287,114785.0,110.131,12.112204,0.779083,-9.19,1.57,5926.25,0.0735,0.0352,1.11,1.36,b'2MASS J19380018+3829243',294.50079,38.490082,12.61,5967.0,71.0,-83.0,b'SPE68',4.317,0.103,-0.115,b'SPE68',0.06,0.15,-0.15,b'SPE68',1.183,0.195,-0.142,1.058,0.085,-0.07,b'DSEP',0.0,0.0,0.0,11.616,11.358,11.283,b'N/A',b'none',0.010924593658406609,5994,4.42,1.1052,4.7410000000000005,0.0,15757.44,1.5130000000000001,0.7647,0,---,0.30829008823740545
2126,0.072956,3356592.0,2.0521301513486418e+18,294.96245969225,0.0221,38.40048540419,0.0261,4.213,0.0276,3.21,0.05,-16.259,0.049,478461.0,202.207,11.488749,261168.0,294.944,11.809087,314375.0,191.208,11.018301,0.790786,1.57,0.67,5891.75,0.051,0.013,0.99,1.058,b'2MASS J19395098+3824020',294.96246,38.40057,11.523,5979.0,78.0,-78.0,b'SPE68',4.394,0.105,-0.116,b'SPE68',-0.34,0.15,-0.15,b'SPE68',1.005,0.138,-0.113,0.913,0.059,-0.053,b'DSEP',0.0,0.0,0.0,10.464,10.144,10.083,b'N/A',b'none',0.006551151198670781,5893,4.1,1.0748,12.877,0.862,2539.25,0.882,0.5669,0,---,0.25687098582184476
2156,0.116407,3426503.0,2.100024469838178e+18,285.97390525874,0.0194,38.57467930755,0.0238,4.0167,0.0245,15.521,0.042,8.796,0.043,275946.0,175.57,12.086306,140161.0,357.325,12.484818,196913.0,486.216,11.526237,0.958581,-25.97,1.09,5362.0,0.221,0.108,0.97,0.702,b'2MASS J19035371+3834286',285.97379,38.574619,12.125,5357.0,144.0,-144.0,b'PHO1',4.571,0.077,-0.063,b'KIC0',-0.68,0.35,-0.3,b'KIC0',0.709,0.082,-0.067,0.683,0.08,-0.034,b'DSEP',0.0,0.0,0.0,10.857,10.495,10.417,b'N/A',b'none',0.006099534443697562,5203,4.55,0.8868,7.3420000000000005,0.017,12255.67,1.129,0.5957,0,---,1.239839873080642
2182,0.080194,3430893.0,2.099555012732797e+18,287.62135117975,0.0191,38.53848650921,0.0215,3.4318,0.0234,-10.404,0.04,18.801,0.04,948206.0,255.595,10.746109,533576.0,542.897,11.033397,600154.0,757.91,10.316262,0.717135,-10.42,1.36,6436.66,0.7485,0.4125,1.42,3.116,b'2MASS J19102914+3832182',287.62143,38.538391,10.81,6161.0,80.0,-80.0,b'SPE72',4.168,0.017,-0.015,b'AST10',0.06,0.15,-0.1,b'SPE72',1.5,0.055,-0.067,1.209,0.079,-0.096,b'DSEP',0.0,0.0,1.0,9.836,9.579,9.519,b'N/A',b'none',0.006818579171280378,6362,4.19,1.226,8.391,0.131,380.99,0.402,0.2895,0,---,6.028738676640556
2235,0.218628,3442697.0,2.0526514616037486e+18,291.19962199047,0.9541,38.52037868431,1.015,3.954,1.0949,0.37,1.969,15.023,1.99,335120.0,97.5474,11.875365,182823.0,227.021,12.196312,220868.0,117.11,11.401587,0.794725,-0.86,1.67,5841.67,0.051,0.027,,,b'2MASS J19244791+3831133',291.19965,38.52037,11.91,6060.0,163.0,-163.0,b'PHO1',4.27,0.214,-0.132,b'FLK73',-0.6,0.3,-0.25,b'KIC0',1.115,0.226,-0.226,0.844,0.113,-0.056,b'DSEP',0.0,0.0,0.0,10.84,10.552,10.5,b'N/A',b'none',0.2769094587759231,5802,4.4,1.0483,13.123,0.161,1757.14,0.932,0.5929,0,---,1.5772716738827048
2236,0.17051,3442846.0,2.0526506713297766e+18,291.23808953661,0.0127,38.50942445311,0.0154,5.1243,0.0165,2.359,0.027,1.886,0.028,113182.0,49.5372,13.053918,47537.0,80.0722,13.65881,94850.4,147.441,12.319322,1.339488,-22.5,2.8,4917.4,0.1235,0.0808,0.6,0.192,b'2MASS J19245714+3830340',291.2381,38.50946,13.05,4709.0,128.0,-142.0,b'PHO1',4.593,0.059,-0.027,b'KIC0',-0.24,0.3,-0.3,b'KIC0',0.683,0.049,-0.067,0.667,0.083,-0.048,b'DSEP',0.0,0.0,0.0,11.392,10.869,10.772,b'N/A',b'none',0.003219951993443007,4528,4.45,0.7082,24.59,0.278,7329.46,1.051,0.6069,0,---,0.15628027370450373
